SubjectID,StimID,Phase,svg_z_dec,svg_obs,svg_null_mean,svg_null_std,n_transitions,n_relational,low_n_dec,mean_salience_relational_dec,mean_salience_nonrelational,n_relational_fixations,n_nonrelational_fixations,n_fixations_dec,n_aoi,aoi_prop_dec,mean_salience_dec,mean_meaning_dec,enc_q1_accuracy,enc_q1_rt_ms,enc_q1_response,enc_q1_correct_key,enc_q1_question,enc_q2_accuracy,enc_q2_rt_ms,enc_q2_response,enc_q2_correct_key,enc_q2_question,enc_trial_index,enc_total_correct,dec_free_response,dec_rt_ms,dec_trial_index,dec_cue_question,prop_total,prop_relations,prop_objects,n_total_recalled,n_relations_recalled,n_objects_recalled,svg_z_dec_image_mean,svg_z_dec_within,svg_z_dec_z,svg_z_dec_within_z,n_fixations_dec_z,mean_salience_dec_z,mean_meaning_dec_z,svg_z_dec_image_mean_z
Encode-Decode_Experiment-1-1,2369373,decoding,0.250421,0.714286,0.666,0.192818,7,5,False,0.081628,0.329965,12,1,13,13,1.0,0.100731,0.671504,,,,,,,,,,,,,,47037.0,13.0,Which description best matches the image?,0.0,0.0,0.0,0,0,0,0.355155875,-0.104734875,0.018363891299811325,-0.10843569191360468,0.0148465138119392,-0.4832609409358167,0.13209661159933614,0.3247668482832589
Encode-Decode_Experiment-1-1,2385550,decoding,1.27053,0.888889,0.669444,0.172719,9,8,False,0.236058,,18,0,18,18,1.0,0.236058,0.778556,,,,,,,,,,,,,one boy and one girl is eating tangerines next to each other. the boy is on the left of the screne and the girl is on the right of the screen. both children has brown eyes,64294.0,14.0,Which description best matches the image?,0.5555555555555556,0.75,0.5,10,3,7,0.5623889375,0.7081410625,1.0132333954703576,0.7331632952693423,1.1162973358058141,0.8427130753182991,0.8032314186887457,0.8737549515491974
Encode-Decode_Experiment-1-1,2356125,decoding,,0.0,0.0,0.0,5,0,False,,0.071504,0,18,18,18,1.0,0.071504,0.499373,,,,,,,,,,,,,"four airport personnel (three woemn, one man) is standign next to a converyor belt, the two woman are putting the baggade on to converyor belt manually.",61707.0,15.0,Which description best matches the image?,0.7,0.5714285714285714,0.6923076923076923,14,4,9,-0.08454785714285713,,,,1.1162973358058141,-0.7696357410352724,-0.9470341424184039,-0.8400671554996145
Encode-Decode_Experiment-1-1,2350974,decoding,-0.436861,0.125,0.193375,0.156514,8,1,False,0.374164,0.190093,2,15,17,17,1.0,0.211749,0.765142,,,,,,,,,,,,,a child in between a red and blue car drinking something.,29496.0,16.0,Which description best matches the image?,0.5833333333333334,0.5,0.5,7,2,5,0.050771181818181806,-0.4876321818181818,-0.6519134051119853,-0.5048627120125481,0.8960071714070391,0.6045262954360783,0.7191358174641319,-0.4815889202277191
Encode-Decode_Experiment-1-1,2385851,decoding,0.106475,0.222222,0.205778,0.154444,9,2,False,0.180228,0.145542,7,8,16,15,0.9375,0.152109,0.907785,,,,,,,,,,,,,"two men carrying suitcases, both suitcases are red.",31718.0,17.0,Which description best matches the image?,0.3125,0.14285714285714285,0.4444444444444444,5,1,4,0.11946729999999998,-0.012992299999999984,-0.12202060256048546,-0.013451384174078842,0.6757170070082641,0.0201559160631854,1.613399187486687,-0.2996037139705413
Encode-Decode_Experiment-1-1,2347400,decoding,-1.108892,0.0,0.204167,0.184118,6,0,False,,0.069835,0,21,21,21,1.0,0.069835,0.63831,,,,,,,,,,,,,two men smelling red wine sitting on a couch. there is a pokemon ball in the background,31252.0,18.0,Which description best matches the image?,0.5,0.375,0.5,10,3,6,0.23851900000000004,-1.3474110000000001,-1.3073170411520911,-1.3950218976916904,1.777167829002139,-0.785989097225302,-0.0760045802189,0.01578016437939896
Encode-Decode_Experiment-1-1,2347025,decoding,2.153473,0.923077,0.602077,0.149062,13,12,False,0.08038,,18,0,19,18,0.9474,0.081798,0.756832,,,,,,,,,,,,,one woamn and a child posing for a picture. the child is on the womans back holding a umbrella.,44220.0,19.0,Which description best matches the image?,0.4,0.5,0.3333333333333333,6,2,4,0.8972498571428572,1.2562231428571429,1.8743306552934302,1.3006119088183121,1.336587500204589,-0.6687720809872416,0.6670384232359715,1.7608463206333176
Encode-Decode_Experiment-1-1,2410309,decoding,0.869228,0.533333,0.405733,0.146797,15,8,False,0.168944,0.189194,14,9,23,23,1.0,0.176868,0.558416,,,,,,,,,,,,,a woman and a child sitting together on a couch. both of them have a laptop on their laps.,36405.0,20.0,Which description best matches the image?,0.47058823529411764,0.2857142857142857,0.5,8,2,6,0.22219188235294118,0.6470361176470588,0.6218603934062168,0.669899201294233,2.217748157799689,0.2627519291901716,-0.5768793352687943,-0.027472554278168887
Encode-Decode_Experiment-1-1,150472,decoding,0.198436,0.333333,0.298778,0.174139,9,3,False,0.169721,0.152771,6,6,12,12,1.0,0.161246,0.65068,,,,,,,,,,,,,two women eating pizza from a paper plate in the middle of the street. the woman on the right wears glasses,38149.0,21.0,Which description best matches the image?,0.5,0.5,0.5,8,2,5,0.04589692857142856,0.15253907142857143,-0.03233489792203247,0.15792905423542924,-0.20544365058683578,0.10968294752411976,0.0015459332109844287,-0.4945014690869191
Encode-Decode_Experiment-1-1,2386442,decoding,-0.292939,0.357143,0.402286,0.154103,14,5,False,0.108614,0.095325,10,8,18,18,1.0,0.102708,0.812547,,,,,,,,,,,,,a woman a child and a man are brushing their teeth. the man on the r'ght is wearing a purple shirt.,66095.0,22.0,Which description best matches the image?,0.3888888888888889,0.3333333333333333,0.38461538461538464,7,2,5,0.054409249999999985,-0.34734824999999997,-0.5115523174446543,-0.35962183392809444,1.1162973358058141,-0.4638897095471479,1.0163291957295866,-0.4719511909648582
Encode-Decode_Experiment-1-1,2397102,decoding,-0.70186,0.0,0.094833,0.135117,6,0,False,,0.059363,0,19,21,19,0.9048,0.054078,0.355719,,,,,,,,,,,,,"one man and one woman is cutting a cake, the man on the right is holding a beer bottle in his other hand whilst cutting hte cake.",67717.0,23.0,Which description best matches the image?,0.5714285714285714,0.6,0.47368421052631576,12,3,9,-0.05528222222222222,-0.6465777777777778,-0.9103558105173789,-0.6694246659414474,1.777167829002139,-0.9403808488647833,-1.8476357152766598,-0.7625385738527899
Encode-Decode_Experiment-1-1,2345035,decoding,-0.963741,0.333333,0.527,0.200953,9,3,False,0.149258,0.26283,6,9,17,15,0.8824,0.196564,0.683097,,,,,,,,,,,,,two girls chasing a football. one has a jersey that has the number 20 on it.,28746.0,24.0,Which description best matches the image?,0.38095238095238093,0.2,0.4666666666666667,8,1,7,-0.19332016666666665,-0.7704208333333333,-1.1657573613533059,-0.7976437278142157,0.8960071714070391,0.4557391691654984,0.2047759246302697,-1.128219553446886
Encode-Decode_Experiment-1-1,2411268,decoding,1.847853,0.785714,0.493714,0.158021,14,11,False,0.084992,0.092541,19,1,20,20,1.0,0.08537,0.598203,,,,,,,,,,,,,a girl with pink boots picking apples form the tree above her head.,23197.0,25.0,Which description best matches the image?,0.4444444444444444,0.3333333333333333,0.42857142857142855,8,2,6,0.05513581818181817,1.7927171818181817,1.5762722930354731,1.8560630164103595,1.556877664603364,-0.6337725673199046,-0.32744503633307764,-0.4700264146612231
Encode-Decode_Experiment-1-1,2348899,decoding,0.12414,0.333333,0.3075,0.208098,6,2,False,0.118477,0.128816,7,9,17,16,0.9412,0.12461,0.797773,,,,,,,,,,,,,"a man at the center of the photograph, there is two toher men on the left side of the man with the pink tie. a woman is on thr roght of the man at the center. the woman is touching the pink tie on the mans neck.",71566.0,26.0,Which description best matches the image?,0.6086956521739131,0.6666666666666666,0.5882352941176471,14,4,10,0.666775,-0.542635,-0.10479266927965691,-0.5618090600818387,0.8960071714070391,-0.24928742837637158,0.9237074264965133,1.1502875944004063
Encode-Decode_Experiment-1-1,2360001,decoding,1.295706,0.25,0.100875,0.115092,8,2,False,0.084079,0.11166,7,11,19,18,0.9474,0.095826,0.341576,,,,,,,,,,,,,four people fixing a clock standing on a scaffold.,24145.0,27.0,Which description best matches the image?,0.45,0.42857142857142855,0.5454545454545454,9,3,6,0.33658571428571427,0.9591202857142858,1.0377864918914241,0.9930108935519594,1.336587500204589,-0.5313215833037583,-1.936301593323455,0.27557200849808045
Encode-Decode_Experiment-1-1,2349475,decoding,2.117316,0.4,0.1397,0.122939,10,4,False,0.043002,0.070038,10,9,19,19,1.0,0.055809,0.641107,,,,,,,,,,,,,"there is a blender at the center of the oicture, the man on the left pf the blender is riding a bike, there is a woman on the left of the belnder holding the lid of the belnder, and there is a person in the background.",77043.0,28.0,Which description best matches the image?,0.6,0.5,0.5384615384615384,12,5,7,0.8152660666666667,1.3020499333333335,1.8390682503324955,1.348057993357636,1.336587500204589,-0.9234199983165862,-0.058469512630914384,1.543660293031781
Encode-Decode_Experiment-1-1,2379478,decoding,,0.0,0.0,0.0,8,0,False,,0.499424,0,22,24,22,0.9167,0.458496,0.719609,,,,,,,,,,,,,two baby gitls lying in a bed drinking milk form bottles.,22883.0,29.0,Which description best matches the image?,0.5625,0.8,0.5,9,4,5,-0.046197578947368416,,,,2.438038322198464,3.02222646309408,0.4336784586926747,-0.7384721386028178
Encode-Decode_Experiment-1-1,2383555,decoding,1.132425,0.375,0.195625,0.158399,8,3,False,0.175121,0.227028,9,7,17,16,0.9412,0.189631,0.756716,,,,,,,,,,,,,two women and one child on a wooden boat. the woman at the front of the boat is holding a childe and the woman at the back of the boat is rowing the boat.,57145.0,30.0,Which description best matches the image?,0.5238095238095238,0.4,0.6363636363636364,11,4,7,0.3537579230769231,0.7786670769230769,0.8785453838230992,0.8061813532168522,0.8960071714070391,0.3878075823078146,0.6663111912587801,0.3210634866408233
Encode-Decode_Experiment-10-1,2344622,decoding,,0.0,0.0,0.0,3,0,False,,0.169863,0,11,11,11,1.0,0.169863,0.557392,,,,,,,,,,,,,"cat laying on a blue blanket next to a keyboard while a hand is typing, brownish cat",25060.0,1.0,Which description best matches the image?,0.6428571428571429,0.6,0.6,9,3,6,0.16630163636363637,,,,-0.42573381498561075,0.19411486501332514,-0.5832990382398697,-0.1755332921092048
Encode-Decode_Experiment-10-1,2385550,decoding,-0.949832,0.0,0.166333,0.175119,6,0,False,,0.509965,0,11,12,11,0.9167,0.511118,0.878807,,,,,,,,,,,,,"two children holding quaters of tangerines in their mouths while smiling boy on left, girl on right look like siblings boy blonde girl brunette with a fringe",34491.0,2.0,Which description best matches the image?,0.8333333333333334,0.75,0.8571428571428571,15,3,12,0.5623889375,-1.5122209375,-1.1521924972716167,-1.5656554102351523,-0.20544365058683578,3.5378324004408324,1.4317291164946753,0.8737549515491974
Encode-Decode_Experiment-10-1,2385851,decoding,,0.0,0.0,0.0,7,0,False,,0.143913,0,10,10,10,1.0,0.143913,0.912387,,,,,,,,,,,,,two men carrying suitcases as they go through a covered walkway,22313.0,3.0,Which description best matches the image?,0.4375,0.2857142857142857,0.5555555555555556,7,2,5,0.11946729999999998,,,,-0.6460239793843857,-0.06015091876813953,1.64225023540943,-0.2996037139705413
Encode-Decode_Experiment-10-1,2411268,decoding,,1.0,1.0,0.0,3,3,False,0.106966,,8,0,8,8,1.0,0.106966,0.751518,,,,,,,,,,,,,"little girl standing under a tree picking apples, while carrying a brown basket, looks to be a large feild",24374.0,4.0,Which description best matches the image?,0.5555555555555556,0.6666666666666666,0.35714285714285715,10,4,5,0.05513581818181817,,,,-1.0866043081819357,-0.4221685647555687,0.6337236755911534,-0.4700264146612231
Encode-Decode_Experiment-10-1,2350974,decoding,,1.0,1.0,0.0,5,5,False,0.339673,,13,0,13,13,1.0,0.339673,0.920448,,,,,,,,,,,,,,6456.0,5.0,Which description best matches the image?,0.0,0.0,0.0,0,0,0,0.050771181818181806,,,,0.0148465138119392,1.8579635256657554,1.6927865885831006,-0.4815889202277191
Encode-Decode_Experiment-10-1,2408717,decoding,1.365532,1.0,0.6582,0.250305,5,5,False,0.056925,,8,0,8,8,1.0,0.056925,0.544568,,,,,,,,,,,,,"4 girls carrying surfboards walking towards the ocean, 2 surfboardsa are green 2 of them are white with a slight pattern, one girl was untying her hair",37199.0,6.0,Which description best matches the image?,0.8125,0.42857142857142855,1.0,13,3,9,0.2959471818181818,1.0695848181818182,1.1058848598091786,1.107378700932545,-1.0866043081819357,-0.9124850998695683,-0.6636957871666955,0.1679150999443987
Encode-Decode_Experiment-10-1,2371471,decoding,0.644135,0.5,0.33425,0.257322,4,2,False,0.069844,0.543372,9,2,11,11,1.0,0.15594,0.711683,,,,,,,,,,,,,"2 people doing a jump on a cycling track, onbe is doing a handstand on the bike, the other following it was a dirt track",38992.0,7.0,Which description best matches the image?,0.4,0.6,0.3333333333333333,8,3,5,1.3517034285714284,-0.7075684285714284,0.4023366353546158,-0.7325704272656534,-0.42573381498561075,0.05769318842028723,0.38398845307866725,2.9647546217086007
Encode-Decode_Experiment-10-1,2379478,decoding,0.27414,0.75,0.67625,0.269023,4,3,False,0.323656,,7,0,8,7,0.875,0.284705,0.805864,,,,,,,,,,,,,,4905.0,9.0,Which description best matches the image?,0.0,0.0,0.0,0,0,0,-0.046197578947368416,0.3203375789473684,0.041496036756249,0.3316567382076587,-1.0866043081819357,1.3193707856696255,0.9744318569056645,-0.7384721386028178
Encode-Decode_Experiment-10-1,2369373,decoding,1.456946,0.833333,0.502,0.227416,6,5,False,0.349859,,10,0,10,10,1.0,0.349859,0.795202,,,,,,,,,,,,,pizza chef placing a pizza into an open mouth oven that is a statue of somesort,24550.0,10.0,Which description best matches the image?,0.4666666666666667,0.25,0.5,7,1,6,0.355155875,1.101790125,1.1950370982996208,1.1407219853745179,-0.6460239793843857,1.9577689697350424,0.9075892074158154,0.3247668482832589
Encode-Decode_Experiment-10-1,2345035,decoding,,0.0,0.0,0.0,4,0,False,,0.459983,0,9,9,9,1.0,0.459983,0.785885,,,,,,,,,,,,,2 girls chasing after a foootball one of them was wearing a white kit with the number 20,25450.0,11.0,Which description best matches the image?,0.5238095238095238,0.4,0.6,11,2,9,-0.19332016666666665,,,,-0.8663141437831607,3.0367965293940036,0.8491786873166857,-1.128219553446886
Encode-Decode_Experiment-10-1,2409918,decoding,-1.936728,0.2,0.6646,0.239889,5,1,False,0.217689,0.096492,3,7,10,10,1.0,0.132851,0.615325,,,,,,,,,,,,,2 elephants in a river with 2 men sat on top of them the elephant on the right was eating from a plant,21642.0,12.0,Which description best matches the image?,0.6875,0.6666666666666666,0.6,11,4,6,-0.08443141176470587,-1.8522965882352942,-2.1146707561516926,-1.9177476669018165,-0.6460239793843857,-0.16853967022056995,-0.2201030888030469,-0.8397586761164787
Encode-Decode_Experiment-10-1,2349475,decoding,,0.0,0.0,0.0,6,0,False,,0.026821,0,11,11,11,1.0,0.026821,0.645224,,,,,,,,,,,,,"3 people standing around a blender, one man standing back, one lady holidng the lid and another man cycling in order for it to blend, there was some type of smoothie in the blender",37002.0,13.0,Which description best matches the image?,0.75,0.6,0.6923076923076923,15,6,9,0.8152660666666667,,,,-0.42573381498561075,-1.2074530056482666,-0.03265904668177636,1.543660293031781
Encode-Decode_Experiment-10-1,2386442,decoding,,0.0,0.0,0.0,4,0,False,,0.076709,0,8,8,8,1.0,0.076709,0.785313,,,,,,,,,,,,,"man, woman and child brushing their teeth",9236.0,14.0,Which description best matches the image?,0.2222222222222222,0.16666666666666666,0.23076923076923078,4,1,3,0.054409249999999985,,,,-1.0866043081819357,-0.7186356098374873,0.8455926813601872,-0.4719511909648582
Encode-Decode_Experiment-10-1,2348899,decoding,-1.125504,0.0,0.337,0.299421,3,0,False,,0.099821,0,11,11,11,1.0,0.099821,0.728523,,,,,,,,,,,,,"4 people, 3 guys chatting and a girl touching the tie that the man is wearing it is stripey and she is to the right of the men",33675.0,16.0,Which description best matches the image?,0.5652173913043478,0.5,0.5882352941176471,13,3,10,0.666775,-1.7922790000000002,-1.3235180277165477,-1.855609351395354,-0.42573381498561075,-0.4921773903863421,0.4895624745951798,1.1502875944004063
Encode-Decode_Experiment-10-1,2383555,decoding,,0.0,0.0,0.0,3,0,False,,0.228327,0,12,12,12,1.0,0.228327,0.728183,,,,,,,,,,,,,"3 people on a raft, their was a baby and then 2 women the women at the back was rowing",20114.0,17.0,Which description best matches the image?,0.3333333333333333,0.2,0.45454545454545453,7,2,5,0.3537579230769231,,,,-0.20544365058683578,0.7669624481732316,0.48743093259306497,0.3210634866408233
Encode-Decode_Experiment-10-1,2356125,decoding,-0.063111,0.285714,0.298286,0.199195,7,2,False,0.261817,0.324187,7,5,16,12,0.75,0.254019,0.655168,,,,,,,,,,,,,"4 workers, 2 of them security guards and 2 of them helping to put the luggage onto the conveyer belt, there were 3 bags on the conveyer",31054.0,18.0,Which description best matches the image?,0.45,0.42857142857142855,0.46153846153846156,9,3,6,-0.08454785714285713,0.021436857142857133,-0.2874107125725197,0.02219433055836282,0.6757170070082641,1.018700271561031,0.02968228763890008,-0.8400671554996145
Encode-Decode_Experiment-10-1,2374670,decoding,-0.290921,0.6,0.6696,0.23924,5,3,False,0.297333,0.334734,7,2,9,9,1.0,0.305645,0.90523,,,,,,,,,,,,,"red truck spraying water, man on the back of the truck holding on",14698.0,20.0,Which description best matches the image?,0.3684210526315789,0.42857142857142855,0.36363636363636365,7,3,4,0.41830431249999994,-0.7092253124999999,-0.5095842467194511,-0.7342858573477075,-0.8663141437831607,1.5245471059927038,1.5973812762649124,0.492055506324167
Encode-Decode_Experiment-10-1,2387122,decoding,,1.0,1.0,0.0,2,2,False,0.079368,,7,0,7,7,1.0,0.079368,0.758056,,,,,,,,,,,,,polar bear in water enclosure pressed against the glass with its paw,15265.0,22.0,Which description best matches the image?,0.4117647058823529,0.4,0.4166666666666667,7,2,5,-0.041064222222222224,,,,-1.3068944725807106,-0.6925819405089741,0.674711974443585,-0.7248731899701619
Encode-Decode_Experiment-10-1,2362704,decoding,1.128002,0.6,0.326,0.242907,5,3,False,0.164229,0.309578,7,2,9,9,1.0,0.196529,0.738694,,,,,,,,,,,,,bears eating the pumpkins,6800.0,23.0,Which description best matches the image?,0.3333333333333333,0.2,0.2857142857142857,3,1,2,-0.3286689166666667,1.4566709166666667,0.8742318175111203,1.508142524055858,-0.8663141437831607,0.45539622880201686,0.5533269266643269,-1.486776497235311
Encode-Decode_Experiment-10-1,2370664,decoding,,1.0,1.0,0.0,2,2,False,0.238518,,8,0,8,8,1.0,0.238518,0.973918,,,,,,,,,,,,,3 people eating donuts on a street,10185.0,24.0,Which description best matches the image?,0.25,0.14285714285714285,0.21428571428571427,5,1,3,-0.1374644,,,,-1.0866043081819357,0.8668168837230161,2.028002914621574,-0.9802501559536738
Encode-Decode_Experiment-10-1,2367132,decoding,,0.0,0.0,0.0,3,0,False,,0.047953,0,8,9,8,0.8889,0.049295,0.674974,,,,,,,,,,,,,2 men playing a vidoe game holding the remotes in both hands while girl in back watches,18748.0,25.0,Which description best matches the image?,0.5,0.6,0.4444444444444444,11,3,8,-0.01209007692307691,,,,-0.8663141437831607,-0.9872460991085885,0.15385087850327286,-0.6481168033220155
Encode-Decode_Experiment-10-1,2347400,decoding,,0.0,0.0,0.0,5,0,False,,0.139014,0,10,10,10,1.0,0.139014,0.621413,,,,,,,,,,,,,2 men sat on a sofa smelling red wine,13440.0,26.0,Which description best matches the image?,0.45,0.375,0.5,9,3,6,0.23851900000000004,,,,-0.6460239793843857,-0.10815277135948444,-0.1819359484828258,0.01578016437939896
Encode-Decode_Experiment-10-1,2410309,decoding,,0.0,0.0,0.0,2,0,False,,0.099338,0,8,8,8,1.0,0.099338,0.755152,,,,,,,,,,,,,"woman and baby sat on sofa, woman working on laptop and baby touching the keyboard there was a bottle of diet coke in the middle of them",27124.0,28.0,Which description best matches the image?,0.7647058823529411,0.7142857142857143,0.6666666666666666,13,5,8,0.22219188235294118,,,,-1.0866043081819357,-0.4969099674023902,0.6565060980490517,-0.027472554278168887
Encode-Decode_Experiment-10-1,2347025,decoding,,1.0,1.0,0.0,2,2,False,0.168791,,8,0,8,8,1.0,0.168791,0.897809,,,,,,,,,,,,,baby on womans back holding a redish pinky umbrella,14169.0,29.0,Which description best matches the image?,0.5333333333333333,0.5,0.5,8,2,6,0.8972498571428572,,,,-1.0866043081819357,0.1836110915946844,1.5508572374481644,1.7608463206333176
Encode-Decode_Experiment-11-1,2410309,decoding,0.766438,0.833333,0.666,0.218326,6,5,False,0.148439,,17,0,17,17,1.0,0.148439,0.580879,,,,,,,,,,,,,a woman with a laptop and beside her a baby touching a keyboard of a laptop. some drink plastic bottle in between them,25364.0,3.0,Which description best matches the image?,0.5294117647058824,0.42857142857142855,0.5,9,3,6,0.22219188235294118,0.5442461176470588,0.5216136194500117,0.563477106726407,0.8960071714070391,-0.015803830621900456,-0.4360533705820121,-0.027472554278168887
Encode-Decode_Experiment-11-1,2394020,decoding,1.496087,1.0,0.672333,0.219016,6,6,False,0.180755,,10,0,13,10,0.7692,0.139833,0.610078,,,,,,,,,,,,,two men riding horses on a beach wearing cowboy hats and boots,13614.0,4.0,Which description best matches the image?,0.3,0.14285714285714285,0.3333333333333333,6,1,4,0.7567956,0.7392913999999999,1.2332096732526299,0.7654143329504853,0.0148465138119392,-0.10012796685401147,-0.25299779728862526,1.3887642054810427
Encode-Decode_Experiment-11-1,2360001,decoding,3.366478,0.444444,0.092667,0.104494,9,4,False,0.26909,0.270097,11,4,15,15,1.0,0.269358,0.49631,,,,,,,,,,,,,4 men standing on something raising a big clock,23472.0,5.0,Which description best matches the image?,0.45,0.42857142857142855,0.5454545454545454,9,3,6,0.33658571428571427,3.0298922857142854,3.05732353439399,3.1369538219730693,0.4554268426094892,1.1689963354309303,-0.9662368281609859,0.27557200849808045
Encode-Decode_Experiment-11-1,150472,decoding,-0.6025,0.111111,0.205,0.155832,9,1,False,0.086486,0.120417,6,12,18,18,1.0,0.109106,0.7526,,,,,,,,,,,,,two women sharing a pizza pslice on a paper plate. on of them had glasses,25174.0,6.0,Which description best matches the image?,0.4375,0.25,0.6,7,1,6,0.04589692857142856,-0.6483969285714286,-0.8134541716391948,-0.671308096603915,1.1162973358058141,-0.401200211102685,0.6405069945508249,-0.4945014690869191
