SubjectID,StimID,Phase,svg_z_enc,svg_obs,svg_null_mean,svg_null_std,n_transitions,n_relational,low_n_enc,mean_salience_relational_enc,mean_salience_nonrelational,n_relational_fixations,n_nonrelational_fixations,n_fixations_enc,n_aoi,aoi_prop_enc,mean_salience_enc,mean_meaning_enc,enc_q1_accuracy,enc_q1_rt_ms,enc_q1_response,enc_q1_correct_key,enc_q1_question,enc_q2_accuracy,enc_q2_rt_ms,enc_q2_response,enc_q2_correct_key,enc_q2_question,enc_trial_index,enc_total_correct,dec_free_response,dec_rt_ms,dec_trial_index,dec_cue_question,prop_total,prop_relations,prop_objects,n_total_recalled,n_relations_recalled,n_objects_recalled,svg_z_enc_image_mean,svg_z_enc_within,svg_z_enc_within_sd,prop_total_image_sd,svg_z_enc_z,svg_z_enc_within_z,n_fixations_enc_z,mean_salience_enc_z,mean_meaning_enc_z,svg_z_enc_image_mean_z
Encode-Decode_Experiment-1-1,2349475,encoding,1.168152,0.291667,0.184917,0.091384,24,7,False,0.089086,0.054041,15,21,37,36,0.973,0.070533,0.704672,1.0,4998.0,3.0,3.0,Which part of the blender is the woman holding?,0.0,14841.0,2.0,1.0,What is the man doing to power the blender?,12.0,1.0,,,,,0.6,0.5,0.5384615384615384,12.0,5.0,7.0,1.34448224,-0.17633023999999997,1.2723044603624847,0.14645571126562063,-0.11954443967552962,-0.15213917377147915,0.525785792089579,-1.5405453310845412,-0.28518686511002583,0.0016083997498870018
Encode-Decode_Experiment-1-1,2394020,encoding,1.776663,0.615385,0.351692,0.14842,13,8,False,0.183927,0.232903,24,3,33,27,0.8182,0.211957,0.768176,1.0,11365.0,1.0,1.0,Where is the scene taking place?,1.0,3777.0,2.0,2.0,What are the riders wearing on their heads?,13.0,2.0,,,,,0.3,0.14285714285714285,0.3333333333333333,6.0,1.0,4.0,1.87165164,-0.09498863999999996,1.0342693856012917,0.1998541134594599,0.2990805112985159,-0.0819569757704434,-0.18620026395985498,0.20796712292544378,0.3227444838961362,0.6031440610117066
Encode-Decode_Experiment-1-1,2362704,encoding,-0.792589,0.045455,0.099455,0.068131,22,1,False,0.209003,0.157402,2,24,28,26,0.9286,0.175742,0.817612,1.0,4644.0,4.0,4.0,What are the bears doing with the pumpkins?,1.0,3040.0,2.0,2.0,How many bears are in the scene?,16.0,2.0,,,,,0.6666666666666666,0.2,0.7142857142857143,6.0,1.0,5.0,0.28402952,-1.07661852,0.9964806795304295,0.21728616172690426,-1.4684355936526985,-0.9289152677378125,-1.0761828340216475,-0.23978133930141723,0.7960011948036168,-1.2084393157702005
Encode-Decode_Experiment-1-1,2385550,encoding,2.217431,0.391304,0.199174,0.086646,23,9,False,0.279624,0.292266,19,13,34,32,0.9412,0.305476,0.844353,1.0,6081.0,3.0,3.0,Which side of the frame is the boy on? (from your perspective),1.0,4534.0,4.0,4.0,Where are the tangerines in the scene?,17.0,2.0,,,,,0.5555555555555556,0.75,0.5,10.0,3.0,7.0,1.82361632,0.39381468,1.3291001612144937,0.2042747449101898,0.6023067182050929,0.33978652801856035,-0.008203749947496489,1.364200408552776,1.0519959699953179,0.5483325374670487
Encode-Decode_Experiment-1-1,2410309,encoding,2.29324,0.36,0.16272,0.086027,25,9,False,0.292115,0.298995,17,17,36,34,0.9444,0.285861,0.712776,1.0,3857.0,2.0,2.0,What is the baby touching?,1.0,3350.0,4.0,4.0,How many laptops or electronic devices are visible?,20.0,2.0,,,,,0.47058823529411764,0.2857142857142857,0.5,8.0,2.0,6.0,0.21159204000000004,2.0816479599999997,0.9293689629549485,0.2249985373471005,0.6544594959007983,1.7960628915237973,0.3477892780772205,1.1216880217909395,-0.20760630873017674,-1.291095341389176
Encode-Decode_Experiment-1-1,2356125,encoding,1.7459,0.32,0.18104,0.079592,25,8,False,0.342058,0.22663,18,15,34,33,0.9706,0.284523,0.795761,1.0,3847.0,2.0,2.0,How many uniformed staff are moving the luggage?,1.0,5075.0,1.0,1.0,Where is the luggage being moved to?,22.0,2.0,,,,,0.7,0.5714285714285714,0.6923076923076923,14.0,4.0,9.0,0.6789982499999999,1.06690175,0.937328047915491,0.2935832474587162,0.27791711512849665,0.920531559081104,-0.008203749947496489,1.105145499563699,0.5868189715242388,-0.7577534903442729
Encode-Decode_Experiment-1-1,2348899,encoding,4.591028,0.75,0.2456,0.109866,20,15,False,0.217957,0.119061,28,4,32,32,1.0,0.205595,0.857242,1.0,5228.0,4.0,4.0,What is the woman doing?,1.0,9034.0,1.0,1.0,Where is the woman located relative to the man? (from your perspective),23.0,2.0,,,,,0.6086956521739131,0.6666666666666666,0.5882352941176471,14.0,4.0,10.0,3.18626444,1.4047635599999997,1.4031198497847597,0.13863135122977524,2.235222027471715,1.2120414930682433,-0.3641967779722135,0.12930977882252254,1.175383900792439,2.103205483300732
Encode-Decode_Experiment-1-1,2350974,encoding,4.20909,0.736842,0.259579,0.113389,19,14,False,0.272914,0.241189,26,5,38,31,0.8158,0.278012,0.805987,1.0,5186.0,4.0,4.0,Between which two objects is the child standing?,1.0,8762.0,1.0,1.0,What is the child up against?,24.0,2.0,,,,,0.5833333333333334,0.5,0.5,7.0,2.0,5.0,1.8882654,2.3208246,1.2442143057663109,0.38083073836292586,1.972467900553508,2.0024264534122094,0.7037823061019375,1.0246459762291935,0.6847136864230954,0.6221014760430896
Encode-Decode_Experiment-1-1,2383555,encoding,-0.030115,0.2,0.2028,0.092978,25,5,False,0.211438,0.14111,10,23,34,33,0.9706,0.165578,0.809704,0.0,7759.0,3.0,2.0,Who is holding the child in the boat?,1.0,4709.0,4.0,4.0,What is the woman at the back doing in the boat?,26.0,1.0,,,,,0.5238095238095238,0.4,0.6363636363636364,11.0,4.0,7.0,0.16603777272727271,-0.19615277272727272,0.9647251812359597,0.2505405411716091,-0.943891845275127,-0.16924221719264945,-0.008203749947496489,-0.36544516285723166,0.7202969697478605,-1.3430758172802229
Encode-Decode_Experiment-1-1,2409918,encoding,2.408731,0.473684,0.224211,0.103571,19,9,False,0.169894,0.098334,25,10,35,35,1.0,0.149448,0.673408,1.0,9968.0,4.0,4.0,Where are the elephants in the scene?,1.0,6438.0,2.0,2.0,What is the elephant on the right (from your perspective) doing with its trunk?,27.0,2.0,,,,,0.625,0.6666666666666666,0.6,10.0,4.0,6.0,2.23749776,0.17123323999999984,1.4036877302463346,0.13678792892649555,0.7339114930100429,0.14774144046882362,0.16979276406486202,-0.564870337390416,-0.5844808575408746,1.0205990341460938
Encode-Decode_Experiment-1-1,2347400,encoding,0.212464,0.222222,0.199444,0.107208,18,4,False,0.198821,0.245429,9,18,30,27,0.9,0.241136,0.838603,1.0,3779.0,3.0,3.0,What are the men doing with the wine?,1.0,2865.0,1.0,1.0,What are the men sitting on in the scene?,31.0,2.0,,,,,0.5,0.375,0.5,10.0,3.0,6.0,0.9532147599999999,-0.74075076,1.0825798670335782,0.14817733206914757,-0.777009698555786,-0.6391258164055994,-0.7201898059969305,0.5687251618407433,0.9969505357425865,-0.44485405105254167
Encode-Decode_Experiment-1-1,2408717,encoding,1.46445,0.363636,0.219955,0.098113,22,8,False,0.193703,0.220917,21,11,37,32,0.8649,0.207272,0.702414,1.0,2675.0,2.0,2.0,How many surfers are in the scene?,1.0,4633.0,3.0,3.0,What are the surfers doing with the surfboards?,32.0,2.0,,,,,0.5,0.2857142857142857,0.5555555555555556,8.0,2.0,5.0,0.5013781199999999,0.9630718800000001,0.7617959056815633,0.17980747806102687,0.0842936761904247,0.8309462977294488,0.525785792089579,0.1500435678920918,-0.3068029678130981,-0.960429977926747
Encode-Decode_Experiment-1-1,2386442,encoding,2.947547,0.769231,0.331385,0.148546,13,10,False,0.136657,0.144387,33,3,37,36,0.973,0.134292,0.850836,1.0,6336.0,3.0,3.0,What is the person on the right wearing?,1.0,6401.0,1.0,1.0,Who is brushing their teeth in the scene?,33.0,2.0,,,,,0.3888888888888889,0.3333333333333333,0.38461538461538464,7.0,2.0,5.0,2.808329,0.13921800000000006,1.4245428094218986,0.2774649513164166,1.104589790664533,0.12011842945440217,0.525785792089579,-0.752253347013785,1.1140585004753971,1.6719557847888746
Encode-Decode_Experiment-1-1,2385851,encoding,0.29707,0.12,0.1012,0.063285,25,3,False,0.16401,0.12087,6,22,31,28,0.9032,0.15682,0.897408,1.0,6572.0,3.0,3.0,Where are the men?,1.0,3877.0,2.0,2.0,What are the men doing with the suitcases?,35.0,2.0,,,,,0.3125,0.14285714285714285,0.4444444444444444,5.0,1.0,4.0,-0.3014092272727273,0.5984792272727273,0.884229601566618,0.18298126367784998,-0.7188050274781719,0.5163727739306998,-0.542193291984572,-0.47372573809353863,1.5598977985655165,-1.8764642124523512
Encode-Decode_Experiment-1-1,2344622,encoding,0.018231,0.333333,0.330417,0.159986,12,4,False,0.169364,0.246224,9,10,24,19,0.7917,0.254556,0.594668,1.0,3713.0,4.0,4.0,What is the cat resting its head on?,1.0,8759.0,2.0,2.0,Where is the cat located?,37.0,2.0,,,,,0.42857142857142855,0.4,0.4,6.0,2.0,4.0,0.570194875,-0.551963875,1.119020083695564,0.224707736831677,-0.9106322297878291,-0.47623894741029116,-1.7881688900710815,0.7346449288733122,-1.3382682476382735,-0.8819054425026165
Encode-Decode_Experiment-1-1,2411268,encoding,2.743085,0.6,0.2838,0.115272,20,12,False,0.159698,0.437671,23,8,32,31,0.9688,0.234453,0.856618,0.0,9988.0,1.0,4.0,Where is the fruit branch relative to the child?,1.0,7151.0,2.0,2.0,What is the child holding while picking fruit?,38.0,1.0,,,,,0.4444444444444444,0.3333333333333333,0.42857142857142855,8.0,2.0,6.0,1.9073307727272728,0.8357542272727274,1.2391389727298137,0.26263048542262296,0.9639302221011787,0.7210955852682659,-0.3641967779722135,0.4860990960375648,1.169410274536143,0.6438563457125034
Encode-Decode_Experiment-1-1,2345035,encoding,-0.53349,0.25,0.305964,0.104902,28,7,False,0.234224,0.247613,15,21,41,36,0.878,0.23046,0.754701,1.0,6065.0,3.0,3.0,What are the people doing with the football?,1.0,5287.0,2.0,2.0,Who runs toward the football in the scene?,42.0,2.0,,,,,0.38095238095238093,0.2,0.4666666666666667,8.0,1.0,7.0,0.49328904,-1.02677904,1.24529052422522,0.2321196304141944,-1.2901885181315917,-0.8859133566169513,1.237771848139013,0.43673116535492346,0.19374670536473593,-0.9696601610269036
Encode-Decode_Experiment-1-1,2370664,encoding,4.605735,0.555556,0.141389,0.089924,18,10,False,0.144682,0.152652,28,12,40,40,1.0,0.147073,0.831096,1.0,3329.0,1.0,1.0,Where are the people located in the scene?,1.0,3201.0,4.0,4.0,How many donuts are in the scene?,45.0,2.0,,,,,0.7,0.5714285714285714,0.6428571428571429,14.0,4.0,9.0,1.0494850833333333,3.556249916666667,1.432874922145287,0.23109694308114348,2.2453397034939653,3.0683615246401206,1.0597753341266545,-0.5942339325247192,0.9250851314060206,-0.3350031518800823
Encode-Decode_Experiment-1-1,2367132,encoding,2.469503,0.380952,0.154952,0.091516,21,8,False,0.120313,0.081787,21,15,37,36,0.973,0.103802,0.805345,1.0,4443.0,4.0,4.0,In which hand(s) are the men holding the controllers?,1.0,3240.0,2.0,2.0,How many men are playing in the scene?,46.0,2.0,,,,,0.5,0.6,0.4444444444444444,11.0,3.0,8.0,3.3087804166666666,-0.8392774166666666,1.3768064008305572,0.1544481949671963,0.7757195712873374,-0.724135421903402,0.525785792089579,-1.12922009044322,0.6785677440247901,2.243004434149019
Encode-Decode_Experiment-10-1,2362704,encoding,1.880256,0.333333,0.182967,0.079971,30,10,False,0.248115,0.1542,17,17,35,34,0.9714,0.199018,0.798937,1.0,4528.0,4.0,4.0,What are the bears doing with the pumpkins?,1.0,2438.0,2.0,2.0,How many bears are in the scene?,1.0,2.0,,,,,0.3333333333333333,0.2,0.2857142857142857,3.0,1.0,2.0,0.28402952,1.59622648,0.9964806795304295,0.21728616172690426,0.37034728305162185,1.377237266956346,0.16979276406486202,0.04799425663375918,0.6172231974697469,-1.2084393157702005
Encode-Decode_Experiment-10-1,150472,encoding,-0.859561,0.15,0.24775,0.113721,20,3,False,0.087219,0.075484,5,23,31,28,0.9032,0.092926,0.550391,1.0,3338.0,2.0,2.0,Where is the pizza slice located?,1.0,2893.0,4.0,4.0,How many women are in the scene?,2.0,2.0,,,,,0.5625,0.75,0.6,9.0,3.0,6.0,1.150756347826087,-2.0103173478260867,1.4947937518299248,0.18270380898651734,-1.514508959979082,-1.7345182557270504,-0.542193291984572,-1.2636868107298236,-1.7621372376223035,-0.2194458432550575
Encode-Decode_Experiment-10-1,2370664,encoding,-0.010006,0.214286,0.2155,0.121359,14,3,False,0.069476,0.126217,6,16,26,22,0.8462,0.122232,0.706266,1.0,3833.0,1.0,1.0,Where are the people located in the scene?,0.0,2566.0,3.0,4.0,How many donuts are in the scene?,4.0,1.0,,,,,0.25,0.14285714285714285,0.21428571428571427,5.0,1.0,3.0,1.0494850833333333,-1.0594910833333333,1.432874922145287,0.23109694308114348,-0.9300578650526873,-0.9141375752484812,-1.4321758620463645,-0.9013585922010263,-0.2699273134232689,-0.3350031518800823
Encode-Decode_Experiment-10-1,2379478,encoding,0.921081,0.35,0.2475,0.111282,20,7,False,0.319026,0.389875,18,12,31,30,0.9677,0.355879,0.739957,1.0,2007.0,2.0,2.0,How many babies are visible in the scene?,1.0,5045.0,4.0,4.0,What is the position of the babies?,5.0,2.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.318576956521739,-1.3974959565217389,1.1559328518651655,0.2577925144752665,-0.2895168563814042,-1.205770945325092,-0.542193291984572,1.9873638972072136,0.05260063882173329,1.1131158382213704
Encode-Decode_Experiment-10-1,2412687,encoding,0.594297,0.416667,0.326083,0.152421,12,5,False,0.123179,0.199847,12,4,28,16,0.5714,0.119551,0.495169,1.0,3895.0,3.0,3.0,What is the human's body position?,1.0,3399.0,4.0,4.0,What is the dog biting onto in the scene?,6.0,2.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.392583090909091,-0.7982860909090911,1.121179392943873,0.2673871939639434,-0.5143278063545395,-0.6887677706567691,-1.0761828340216475,-0.9345054547505282,-2.290784015066531,0.05649469845928904
Encode-Decode_Experiment-10-1,2347025,encoding,0.508345,0.52381,0.460143,0.125243,21,11,False,0.125089,0.154398,28,6,34,34,1.0,0.130261,0.726219,1.0,3994.0,1.0,1.0,Where is the baby in relation to the mother?,0.0,4496.0,3.0,2.0,Who is holding the umbrella in the scene?,7.0,1.0,,,,,0.5333333333333333,0.5,0.5,8.0,2.0,6.0,0.86848204,-0.3601370399999999,1.3737290961395456,0.16966197330334568,-0.5734584577086171,-0.3107291846827075,-0.008203749947496489,-0.8020910952185752,-0.078914870006792,-0.541539770587311
Encode-Decode_Experiment-10-1,2356125,encoding,2.47984,0.5,0.243727,0.103342,22,11,False,0.235264,0.258587,25,10,37,35,0.9459,0.249079,0.723037,1.0,2514.0,1.0,1.0,Where is the luggage being moved to?,1.0,3297.0,2.0,2.0,How many uniformed staff are moving the luggage?,8.0,2.0,,,,,0.45,0.42857142857142855,0.46153846153846156,9.0,3.0,6.0,0.6789982499999999,1.80084175,0.937328047915491,0.2935832474587162,0.7828309071846647,1.5537809960343993,0.525785792089579,0.6669293875888577,-0.10937653466630244,-0.7577534903442729
Encode-Decode_Experiment-10-1,2350974,encoding,2.945957,0.8,0.3145,0.164802,10,8,False,0.256598,,19,0,25,19,0.76,0.238674,0.798864,1.0,2261.0,1.0,1.0,What is the child up against?,1.0,4270.0,4.0,4.0,Between which two objects is the child standing?,9.0,2.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.8882654,1.0576915999999998,1.2442143057663109,0.38083073836292586,1.1034959506648472,0.9125849663054609,-1.610172376058723,0.5382859318530993,0.6165243597827123,0.6221014760430896
Encode-Decode_Experiment-10-1,2383555,encoding,0.816161,0.285714,0.199952,0.10508,21,6,False,0.302928,0.158923,10,16,32,26,0.8125,0.204814,0.737815,1.0,3491.0,2.0,2.0,Who is holding the child in the boat?,1.0,4016.0,4.0,4.0,What is the woman at the back doing in the boat?,10.0,2.0,,,,,0.3333333333333333,0.2,0.45454545454545453,7.0,2.0,5.0,0.16603777272727271,0.6501232272727273,0.9647251812359597,0.2505405411716091,-0.3616965373669523,0.5609316396717904,-0.3641967779722135,0.11965379238046317,0.03209501792271614,-1.3430758172802229
Encode-Decode_Experiment-10-1,2369373,encoding,2.615965,0.777778,0.427389,0.133942,18,14,False,0.261421,0.402052,24,1,26,25,0.9615,0.261874,0.668599,1.0,4815.0,3.0,3.0,What is the appearance of the oven?,1.0,4239.0,3.0,3.0,What tool is the chef using?,11.0,2.0,,,,,0.4666666666666667,0.25,0.5,7.0,1.0,6.0,1.0857792916666666,1.5301857083333334,1.1744307155537281,0.30599341805477037,0.8764780581011512,1.3202567488296901,-1.4321758620463645,0.8251218927439781,-0.6305179868141583,-0.29358902463793607
Encode-Decode_Experiment-10-1,2385550,encoding,0.843475,0.388889,0.287722,0.11994,18,7,False,0.276524,0.262302,14,14,32,28,0.875,0.277336,0.798275,1.0,4548.0,3.0,3.0,Which side of the frame is the boy on? (from your perspective),1.0,3141.0,4.0,4.0,Where are the tangerines in the scene?,13.0,2.0,,,,,0.8333333333333334,0.75,0.8571428571428571,15.0,3.0,12.0,1.82361632,-0.98014132,1.3291001612144937,0.2042747449101898,-0.3429058796616601,-0.8456739502202628,-0.3641967779722135,1.016288169782546,0.610885792691432,0.5483325374670487
Encode-Decode_Experiment-10-1,2348899,encoding,4.18893,0.608696,0.217739,0.093331,23,14,False,0.201666,0.175792,22,6,28,28,1.0,0.196122,0.821473,1.0,6102.0,1.0,1.0,Where is the woman located relative to the man? (from your perspective),1.0,3203.0,4.0,4.0,What is the woman doing?,14.0,2.0,,,,,0.5652173913043478,0.5,0.5882352941176471,13.0,3.0,10.0,3.18626444,1.00266556,1.4031198497847597,0.13863135122977524,1.9585988348971162,0.8651080487811819,-1.0761828340216475,0.012189215998414878,0.8329630072644506,2.103205483300732
Encode-Decode_Experiment-10-1,2411268,encoding,0.473765,0.461538,0.388769,0.153598,13,6,False,0.243625,0.288897,16,9,26,25,0.9615,0.264995,0.808185,1.0,6114.0,4.0,4.0,Where is the fruit branch relative to the child?,0.0,23799.0,1.0,2.0,What is the child holding while picking fruit?,15.0,1.0,,,,,0.5555555555555556,0.6666666666666666,0.35714285714285715,10.0,4.0,5.0,1.9073307727272728,-1.4335657727272728,1.2391389727298137,0.26263048542262296,-0.5972477578275673,-1.2368922778633966,-1.4321758620463645,0.8637087476552034,0.7057554019861396,0.6438563457125034
Encode-Decode_Experiment-10-1,2387122,encoding,-0.136416,0.421053,0.439421,0.13465,19,8,False,0.179375,0.28172,13,11,24,24,1.0,0.226283,0.76657,1.0,4071.0,3.0,3.0,Where is the polar bear located in the scene?,1.0,3613.0,1.0,1.0,What is the polar bear doing next to the enclosure edge?,17.0,2.0,,,,,0.4117647058823529,0.4,0.4166666666666667,7.0,2.0,5.0,0.95913252,-1.0955485200000001,0.8077495096045205,0.1703801241070615,-1.0170215847761255,-0.9452482266193641,-1.7881688900710815,0.38508832877556154,0.3073700547813734,-0.4381014897794693
Encode-Decode_Experiment-10-1,2349475,encoding,0.821209,0.153846,0.084154,0.084866,13,2,False,0.065656,0.09436,3,20,25,23,0.92,0.088054,0.728617,1.0,2724.0,3.0,3.0,Which part of the blender is the woman holding?,1.0,3992.0,1.0,1.0,What is the man doing to power the blender?,18.0,2.0,,,,,0.75,0.6,0.6923076923076923,15.0,6.0,9.0,1.34448224,-0.5232732400000001,1.2723044603624847,0.14645571126562063,-0.35822376735537165,-0.45148443279113637,-1.610172376058723,-1.323922362516908,-0.055958530643652936,0.0016083997498870018
Encode-Decode_Experiment-10-1,2410309,encoding,0.661148,0.263158,0.192158,0.107389,19,5,False,0.287865,0.226602,11,15,26,26,1.0,0.252521,0.747623,1.0,5188.0,2.0,2.0,What is the baby touching?,1.0,3019.0,4.0,4.0,How many laptops or electronic devices are visible?,20.0,2.0,,,,,0.7647058823529411,0.7142857142857143,0.6666666666666666,13.0,5.0,8.0,0.21159204000000004,0.4495559599999999,0.9293689629549485,0.2249985373471005,-0.468337681940082,0.3878805604667931,-1.4321758620463645,0.7094849642003406,0.12598816907937493,-1.291095341389176
Encode-Decode_Experiment-10-1,2344622,encoding,-0.988013,0.25,0.386562,0.138219,16,4,False,0.153564,0.260008,8,17,31,25,0.8065,0.256139,0.628466,1.0,3365.0,4.0,4.0,What is the cat resting its head on?,1.0,4642.0,2.0,2.0,Where is the cat located?,22.0,2.0,,,,,0.6428571428571429,0.6,0.6,9.0,3.0,6.0,0.570194875,-1.558207875,1.119020083695564,0.224707736831677,-1.602877472959978,-1.344434503501568,-0.542193291984572,0.7542165377565131,-1.0147159716602208,-0.8819054425026165
Encode-Decode_Experiment-10-1,2397102,encoding,1.887584,0.5,0.27925,0.116948,20,10,False,0.116305,0.084022,27,5,34,32,0.9412,0.105677,0.581779,1.0,2309.0,1.0,1.0,What are the couple doing with the cake?,1.0,3756.0,3.0,3.0,What is the man holding besides the cake knife?,23.0,2.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.27765524,-0.39007124000000015,1.2432531819164083,0.23108201096190967,0.3753885783457707,-0.3365566573584678,-0.008203749947496489,-1.1060383048108755,-1.4616561784353945,1.066421413605919
