SubjectID,StimID,CueText,Phase,TrialIndex,TrialID,FixStart_ms,FixEnd_ms,Duration_ms,GazeX,GazeY,Salience,ImgX,ImgY,ObjectID,ObjectName,AssignmentMethod,ProximityDist_px,SalienceAtFixation,MeaningAtFixation
Encode-Decode_Experiment-4-1,2397102,cake,encoding,1,1,4750,4980,230,1091.3,371.5,0.1681,582.03,264.18,11.0,couple smiling and celebrating together.,polygon,,0.163518,0.567959
Encode-Decode_Experiment-4-1,2397102,cake,encoding,1,1,5014,5074,60,1213.3,378.6,0.1416,647.09,269.23,24.0,beer bottle held by the man in his right hand.,polygon,,0.133375,0.515115
Encode-Decode_Experiment-4-1,2356125,airport,encoding,2,2,7066,7204,138,758.7,490.2,0.0171,404.64,348.59,2.0,plain wall behind the conveyor belt,polygon,,0.016662,0.541189
Encode-Decode_Experiment-4-1,2356125,airport,encoding,2,2,7262,7522,260,1172.8,445.5,0.1968,625.49,316.8,2.0,plain wall behind the conveyor belt,polygon,,0.184334,0.619591
Encode-Decode_Experiment-4-1,2356125,airport,encoding,2,2,7562,7928,366,1217.4,626.1,0.1346,649.28,445.23,29.0,"door in plastic covering, part of the conveyor belt system.",polygon,,0.130597,0.883964
Encode-Decode_Experiment-4-1,2356125,airport,encoding,2,2,7960,8142,182,978.1,594.0,0.0834,521.65,422.4,6.0,black uniform worn by woman near conveyor belt,polygon,,0.07878,0.695057
Encode-Decode_Experiment-4-1,2356125,airport,encoding,2,2,8198,8338,140,487.6,501.2,0.1318,260.05,356.41,,,none,,0.128278,0.984977
Encode-Decode_Experiment-4-1,2356125,airport,encoding,2,2,8370,8548,178,580.3,382.3,0.3323,309.49,271.86,0.0,"man in uniform with hat and tie, standing near the conveyor belt",polygon,,0.327037,0.662602
Encode-Decode_Experiment-4-1,2356125,airport,encoding,2,2,8606,8724,118,1096.8,436.1,0.3663,584.96,310.12,17.0,woman in uniform interacting with luggage,polygon,,0.3632,0.584494
Encode-Decode_Experiment-4-1,2356125,airport,encoding,2,2,8762,8934,172,1112.0,602.0,0.1768,593.07,428.09,29.0,"door in plastic covering, part of the conveyor belt system.",polygon,,0.172933,0.89743
Encode-Decode_Experiment-4-1,2356125,airport,encoding,2,2,8992,9202,210,461.4,617.6,0.0589,246.08,439.18,2.0,plain wall behind the conveyor belt,polygon,,0.055469,0.951566
Encode-Decode_Experiment-4-1,2356125,airport,encoding,2,2,9244,9366,122,284.5,482.4,0.2701,151.73,343.04,3.0,jacket worn by a man.,polygon,,0.255666,0.942922
Encode-Decode_Experiment-4-1,2356125,airport,encoding,2,2,9406,9588,182,339.2,355.7,0.1321,180.91,252.94,2.0,plain wall behind the conveyor belt,polygon,,0.129077,0.605525
Encode-Decode_Experiment-4-1,2356125,airport,encoding,2,2,9618,9792,174,584.1,343.9,0.1208,311.52,244.55,2.0,plain wall behind the conveyor belt,polygon,,0.108028,0.511071
Encode-Decode_Experiment-4-1,2356125,airport,encoding,2,2,9854,10038,184,1123.1,374.9,0.0282,598.99,266.6,2.0,plain wall behind the conveyor belt,polygon,,0.026334,0.378546
Encode-Decode_Experiment-4-1,2356125,airport,encoding,2,2,10094,10140,46,1459.1,353.4,0.0251,778.19,251.31,2.0,plain wall behind the conveyor belt,polygon,,0.024621,0.296671
Encode-Decode_Experiment-4-1,2347400,wine,encoding,3,3,10148,10402,254,955.6,544.2,0.1481,509.65,386.99,,,none,,0.144399,0.627383
Encode-Decode_Experiment-4-1,2347400,wine,encoding,3,3,10444,10624,180,535.7,441.0,0.2283,285.71,313.6,14.0,man on left sitting on couch,polygon,,0.222642,0.962931
Encode-Decode_Experiment-4-1,2347400,wine,encoding,3,3,10652,10902,250,655.3,523.0,0.1774,349.49,371.91,28.0,wine glass held by man on left,polygon,,0.173565,0.880099
Encode-Decode_Experiment-4-1,2347400,wine,encoding,3,3,10964,11118,154,1165.2,482.7,0.5276,621.44,343.25,24.0,wine glass held by man on right,polygon,,0.523095,0.927603
Encode-Decode_Experiment-4-1,2347400,wine,encoding,3,3,11160,11476,316,1293.9,595.4,0.1011,690.08,423.4,11.0,blue shirt with face design worn by man on right,polygon,,0.096584,0.790071
Encode-Decode_Experiment-4-1,2347400,wine,encoding,3,3,11558,11812,254,187.6,543.8,0.3709,100.05,386.7,,,none,,0.363455,0.767586
Encode-Decode_Experiment-4-1,2347400,wine,encoding,3,3,11822,11974,152,180.4,563.6,0.4165,96.21,400.78,,,none,,0.404097,0.786882
Encode-Decode_Experiment-4-1,2347400,wine,encoding,3,3,12016,12288,272,539.2,403.3,0.2367,287.57,286.79,14.0,man on left sitting on couch,polygon,,0.232776,0.952474
Encode-Decode_Experiment-4-1,2347400,wine,encoding,3,3,12354,12542,188,1201.3,437.3,0.124,640.69,310.97,23.0,two men sitting on couch drinking wine,polygon,,0.121091,0.973191
Encode-Decode_Experiment-4-1,2347400,wine,encoding,3,3,12594,12882,288,1327.9,557.4,0.331,708.21,396.37,11.0,blue shirt with face design worn by man on right,polygon,,0.322387,0.825411
Encode-Decode_Experiment-4-1,2347400,wine,encoding,3,3,12898,13092,194,1302.0,575.9,0.1374,694.4,409.53,11.0,blue shirt with face design worn by man on right,polygon,,0.139481,0.821464
Encode-Decode_Experiment-4-1,2347400,wine,encoding,3,3,13134,13408,274,1282.9,327.1,0.2844,684.21,232.6,23.0,two men sitting on couch drinking wine,polygon,,0.278745,0.857153
Encode-Decode_Experiment-4-1,2347400,wine,encoding,3,3,13478,13610,132,583.1,356.8,0.1398,310.99,253.72,14.0,man on left sitting on couch,polygon,,0.136987,0.877954
Encode-Decode_Experiment-4-1,2347400,wine,encoding,3,3,13634,13858,224,633.8,439.3,0.2183,338.03,312.39,14.0,man on left sitting on couch,polygon,,0.213288,0.925305
Encode-Decode_Experiment-4-1,2347400,wine,encoding,3,3,13930,14090,160,525.2,932.5,0.023,280.11,663.11,1.0,blue jeans worn by man on left,polygon,,0.022751,0.59605
Encode-Decode_Experiment-4-1,2347400,wine,encoding,3,3,14154,14342,188,1181.3,945.3,0.0481,630.03,672.21,13.0,black fleece worn by man on right,polygon,,0.046995,0.427848
Encode-Decode_Experiment-4-1,2347400,wine,encoding,3,3,14408,14514,106,1489.6,512.6,0.2363,794.45,364.52,23.0,two men sitting on couch drinking wine,polygon,,0.237567,0.557135
Encode-Decode_Experiment-4-1,2347400,wine,encoding,3,3,14562,14692,130,1267.1,275.8,0.2397,675.79,196.12,23.0,two men sitting on couch drinking wine,polygon,,0.231478,0.71454
Encode-Decode_Experiment-4-1,2347400,wine,encoding,3,3,14756,14978,222,699.9,301.9,0.0688,373.28,214.68,15.0,white window blinds behind the men,polygon,,0.066908,0.566655
Encode-Decode_Experiment-4-1,2347400,wine,encoding,3,3,15014,15170,156,569.3,263.7,0.2482,303.63,187.52,14.0,man on left sitting on couch,polygon,,0.244883,0.664493
Encode-Decode_Experiment-4-1,2379478,baby-milk,encoding,4,4,15230,15492,262,980.0,574.7,0.5576,522.67,408.68,1.0,"baby lying on bed, wearing cartoon-themed shirt and diaper, holding a bottle",polygon,,0.534935,0.900414
Encode-Decode_Experiment-4-1,2379478,baby-milk,encoding,4,4,15526,15728,202,1012.0,426.5,0.3554,539.73,303.29,7.0,bottle of milk being held and drunk by baby,proximity,38.2,0.334717,0.974942
Encode-Decode_Experiment-4-1,2379478,baby-milk,encoding,4,4,15756,16038,282,1016.4,303.2,0.3459,542.08,215.61,14.0,"baby lying on bed, wearing white shirt and pants, drinking from bottle",polygon,,0.330584,0.901795
Encode-Decode_Experiment-4-1,2379478,baby-milk,encoding,4,4,16066,16410,344,861.8,340.9,0.2827,459.63,242.42,14.0,"baby lying on bed, wearing white shirt and pants, drinking from bottle",polygon,,0.263303,0.878185
Encode-Decode_Experiment-4-1,2379478,baby-milk,encoding,4,4,16464,16618,154,1172.0,455.5,0.8329,625.07,323.91,13.0,pillow with striped pillowcase,polygon,,0.790452,0.945012
Encode-Decode_Experiment-4-1,2379478,baby-milk,encoding,4,4,16652,16878,226,1243.1,445.2,0.6385,662.99,316.59,1.0,"baby lying on bed, wearing cartoon-themed shirt and diaper, holding a bottle",polygon,,0.611924,0.820119
Encode-Decode_Experiment-4-1,2379478,baby-milk,encoding,4,4,16942,17160,218,686.9,876.2,0.1703,366.35,623.08,2.0,thigh of a baby in diaper,polygon,,0.162167,0.533564
Encode-Decode_Experiment-4-1,2379478,baby-milk,encoding,4,4,17190,17338,148,646.8,802.6,0.3255,344.96,570.74,19.0,diaper worn by baby,polygon,,0.305108,0.5832
Encode-Decode_Experiment-4-1,2379478,baby-milk,encoding,4,4,17390,17814,424,898.7,901.8,0.1728,479.31,641.28,10.0,"long-sleeved, cartoon-themed shirt worn by baby",polygon,,0.165329,0.561073
Encode-Decode_Experiment-4-1,2379478,baby-milk,encoding,4,4,17844,18122,278,669.1,787.6,0.2508,356.85,560.07,19.0,diaper worn by baby,polygon,,0.238857,0.590488
Encode-Decode_Experiment-4-1,2379478,baby-milk,encoding,4,4,18184,18278,94,1043.0,345.9,0.2384,556.27,245.97,14.0,"baby lying on bed, wearing white shirt and pants, drinking from bottle",polygon,,0.229514,0.935081
Encode-Decode_Experiment-4-1,2379478,baby-milk,encoding,4,4,18306,18464,158,1070.7,251.2,0.2235,571.04,178.63,14.0,"baby lying on bed, wearing white shirt and pants, drinking from bottle",polygon,,0.212928,0.725026
Encode-Decode_Experiment-4-1,2379478,baby-milk,encoding,4,4,18488,18750,262,1000.5,230.5,0.4009,533.6,163.91,14.0,"baby lying on bed, wearing white shirt and pants, drinking from bottle",polygon,,0.384727,0.736047
Encode-Decode_Experiment-4-1,2379478,baby-milk,encoding,4,4,18810,19150,340,672.6,358.1,0.1587,358.72,254.65,17.0,white shirt worn by baby,polygon,,0.148481,0.621048
Encode-Decode_Experiment-4-1,2379478,baby-milk,encoding,4,4,19196,19444,248,970.7,222.9,0.4913,517.71,158.51,13.0,pillow with striped pillowcase,polygon,,0.467728,0.724928
Encode-Decode_Experiment-4-1,2379478,baby-milk,encoding,4,4,19470,19734,264,1171.6,170.5,0.4784,624.85,121.24,13.0,pillow with striped pillowcase,polygon,,0.460637,0.39036
Encode-Decode_Experiment-4-1,2379478,baby-milk,encoding,4,4,19768,20032,264,1265.7,371.7,0.161,675.04,264.32,13.0,pillow with striped pillowcase,polygon,,0.153635,0.627376
Encode-Decode_Experiment-4-1,2379478,baby-milk,encoding,4,4,20056,20174,118,1223.5,421.2,0.5253,652.53,299.52,13.0,pillow with striped pillowcase,polygon,,0.489138,0.816532
Encode-Decode_Experiment-4-1,2379478,baby-milk,encoding,4,4,20212,20306,94,863.5,718.5,0.1206,460.53,510.93,10.0,"long-sleeved, cartoon-themed shirt worn by baby",polygon,,0.114007,0.660195
Encode-Decode_Experiment-4-1,2385550,tangerines,encoding,5,5,20314,20548,234,974.0,577.3,0.6279,519.47,410.52,26.0,jacket in blue color,polygon,,0.612671,0.824171
Encode-Decode_Experiment-4-1,2385550,tangerines,encoding,5,5,20598,21032,434,526.9,529.6,0.2073,281.01,376.6,20.0,"face in boy's hood, part of a child's attire.",polygon,,0.20639,0.793108
Encode-Decode_Experiment-4-1,2385550,tangerines,encoding,5,5,21054,21192,138,452.8,510.7,0.1231,241.49,363.16,20.0,"face in boy's hood, part of a child's attire.",polygon,,0.119449,0.823005
Encode-Decode_Experiment-4-1,2385550,tangerines,encoding,5,5,21238,21494,256,919.6,627.6,0.3114,490.45,446.29,10.0,lining in orange hood of a jacket.,polygon,,0.301952,0.739962
Encode-Decode_Experiment-4-1,2385550,tangerines,encoding,5,5,21554,21806,252,1378.6,597.5,0.1008,735.25,424.89,5.0,girl's face with brown hair,polygon,,0.100745,0.839323
Encode-Decode_Experiment-4-1,2385550,tangerines,encoding,5,5,21840,22082,242,1384.7,408.6,0.1497,738.51,290.56,5.0,girl's face with brown hair,polygon,,0.144884,0.943181
Encode-Decode_Experiment-4-1,2385550,tangerines,encoding,5,5,22110,22608,498,1236.8,461.8,0.3745,659.63,328.39,5.0,girl's face with brown hair,polygon,,0.371453,0.995409
Encode-Decode_Experiment-4-1,2385550,tangerines,encoding,5,5,22670,23028,358,522.4,433.0,0.1228,278.61,307.91,11.0,nose of a child.,polygon,,0.114402,0.819523
Encode-Decode_Experiment-4-1,2385550,tangerines,encoding,5,5,23084,23302,218,570.4,763.6,0.089,304.21,543.0,0.0,young boy with blonde hair and blue jacket,polygon,,0.083585,0.520315
Encode-Decode_Experiment-4-1,2385550,tangerines,encoding,5,5,23336,23472,136,521.4,842.0,0.2614,278.08,598.76,8.0,"shirt in red, inner part of a hood.",polygon,,0.254502,0.437054
Encode-Decode_Experiment-4-1,2385550,tangerines,encoding,5,5,23516,23686,170,831.1,857.0,0.0292,443.25,609.42,26.0,jacket in blue color,polygon,,0.028757,0.271892
Encode-Decode_Experiment-4-1,2385550,tangerines,encoding,5,5,23728,23864,136,1158.9,670.1,0.0985,618.08,476.52,5.0,girl's face with brown hair,polygon,,0.094152,0.742023
Encode-Decode_Experiment-4-1,2385550,tangerines,encoding,5,5,23932,24138,206,1802.0,845.5,0.1338,961.07,601.24,24.0,young girl with brown hair,polygon,,0.131278,0.747887
Encode-Decode_Experiment-4-1,2385550,tangerines,encoding,5,5,24212,24452,240,1236.2,394.0,0.2199,659.31,280.18,5.0,girl's face with brown hair,polygon,,0.209945,0.930433
Encode-Decode_Experiment-4-1,2385550,tangerines,encoding,5,5,24514,24792,278,820.8,569.0,0.8535,437.76,404.62,15.0,ear of the boy.,polygon,,0.825632,0.784485
Encode-Decode_Experiment-4-1,2385550,tangerines,encoding,5,5,24840,25130,290,494.5,397.9,0.0566,263.73,282.95,20.0,"face in boy's hood, part of a child's attire.",polygon,,0.050872,0.79467
Encode-Decode_Experiment-4-1,2385550,tangerines,encoding,5,5,25156,25284,128,646.1,381.7,0.4509,344.59,271.43,20.0,"face in boy's hood, part of a child's attire.",polygon,,0.450928,0.768476
Encode-Decode_Experiment-4-1,2385550,tangerines,encoding,5,5,25352,25386,34,1345.5,279.7,0.3162,717.6,198.9,24.0,young girl with brown hair,polygon,,0.305841,0.719766
Encode-Decode_Experiment-4-1,2356125,airport,encoding,6,6,25396,25688,292,940.8,514.0,0.2131,501.76,365.51,2.0,plain wall behind the conveyor belt,polygon,,0.205319,0.527492
Encode-Decode_Experiment-4-1,2356125,airport,encoding,6,6,25728,25882,154,1139.5,513.3,0.2688,607.73,365.01,29.0,"door in plastic covering, part of the conveyor belt system.",polygon,,0.253308,0.800933
Encode-Decode_Experiment-4-1,2356125,airport,encoding,6,6,25924,26080,156,1156.3,612.1,0.2114,616.69,435.27,29.0,"door in plastic covering, part of the conveyor belt system.",polygon,,0.211515,0.908594
Encode-Decode_Experiment-4-1,2356125,airport,encoding,6,6,26150,26336,186,524.9,505.6,0.1354,279.95,359.54,16.0,"jacket worn by a man, part of his uniform.",polygon,,0.13363,0.975572
Encode-Decode_Experiment-4-1,2356125,airport,encoding,6,6,26380,26646,266,458.5,539.2,0.0962,244.53,383.43,2.0,plain wall behind the conveyor belt,polygon,,0.093576,0.998472
Encode-Decode_Experiment-4-1,2356125,airport,encoding,6,6,26698,26850,152,357.4,357.2,0.1094,190.61,254.01,2.0,plain wall behind the conveyor belt,polygon,,0.108175,0.614829
Encode-Decode_Experiment-4-1,2356125,airport,encoding,6,6,26888,27112,224,609.3,343.4,0.1104,324.96,244.2,2.0,plain wall behind the conveyor belt,polygon,,0.10432,0.487071
Encode-Decode_Experiment-4-1,2356125,airport,encoding,6,6,27174,27392,218,1113.4,417.4,0.2078,593.81,296.82,2.0,plain wall behind the conveyor belt,polygon,,0.199748,0.527934
Encode-Decode_Experiment-4-1,2356125,airport,encoding,6,6,27432,27698,266,1151.6,484.3,0.3183,614.19,344.39,29.0,"door in plastic covering, part of the conveyor belt system.",polygon,,0.307036,0.734703
Encode-Decode_Experiment-4-1,2356125,airport,encoding,6,6,27750,28026,276,1484.4,401.3,0.2695,791.68,285.37,2.0,plain wall behind the conveyor belt,polygon,,0.275181,0.429146
Encode-Decode_Experiment-4-1,2356125,airport,encoding,6,6,28070,28294,224,1158.1,336.8,0.0135,617.65,239.5,2.0,plain wall behind the conveyor belt,polygon,,0.013067,0.251876
Encode-Decode_Experiment-4-1,2356125,airport,encoding,6,6,28352,28638,286,465.7,492.0,0.1538,248.37,349.87,2.0,plain wall behind the conveyor belt,polygon,,0.142926,0.981868
Encode-Decode_Experiment-4-1,2356125,airport,encoding,6,6,28680,28948,268,291.9,327.3,0.0356,155.68,232.75,,,none,,0.03302,0.478278
Encode-Decode_Experiment-4-1,2356125,airport,encoding,6,6,28988,29344,356,557.7,320.3,0.0401,297.44,227.77,2.0,plain wall behind the conveyor belt,polygon,,0.038858,0.43239
Encode-Decode_Experiment-4-1,2356125,airport,encoding,6,6,29406,29590,184,182.1,548.9,0.2411,97.12,390.33,,,none,,0.236853,0.853311
Encode-Decode_Experiment-4-1,2356125,airport,encoding,6,6,29640,29756,116,396.4,324.0,0.0123,211.41,230.4,2.0,plain wall behind the conveyor belt,polygon,,0.012207,0.480134
Encode-Decode_Experiment-4-1,2356125,airport,encoding,6,6,29782,29870,88,321.5,326.3,0.0276,171.47,232.04,2.0,plain wall behind the conveyor belt,polygon,,0.025971,0.483736
Encode-Decode_Experiment-4-1,2356125,airport,encoding,6,6,29912,30214,302,599.7,305.3,0.0319,319.84,217.1,2.0,plain wall behind the conveyor belt,polygon,,0.031032,0.350208
Encode-Decode_Experiment-4-1,2356125,airport,encoding,6,6,30260,30466,206,326.4,332.1,0.0336,174.08,236.16,2.0,plain wall behind the conveyor belt,polygon,,0.032627,0.507415
Encode-Decode_Experiment-4-1,2362704,bears,encoding,7,7,30474,30748,274,977.0,573.7,0.2197,521.07,407.96,16.0,face in black color.,polygon,,0.216861,0.783795
Encode-Decode_Experiment-4-1,2362704,bears,encoding,7,7,30778,30974,196,884.9,695.8,0.101,471.95,494.79,29.0,"destroyed pumpkin with bites taken out, on the ground",polygon,,0.09701,0.964432
Encode-Decode_Experiment-4-1,2362704,bears,encoding,7,7,31010,31162,152,834.4,516.8,0.1064,445.01,367.5,8.0,two bears eating a pumpkin,polygon,,0.104387,0.778818
Encode-Decode_Experiment-4-1,2362704,bears,encoding,7,7,31224,31444,220,1257.4,666.6,0.3402,670.61,474.03,5.0,"black bear on the right, eating a pumpkin",polygon,,0.343496,0.735201
Encode-Decode_Experiment-4-1,2362704,bears,encoding,7,7,31506,31772,266,856.5,717.8,0.1232,456.8,510.44,23.0,stuff in stringy pieces on the pumpkin.,polygon,,0.123789,0.960305
Encode-Decode_Experiment-4-1,2362704,bears,encoding,7,7,31800,32002,202,715.4,658.0,0.4124,381.55,467.91,29.0,"destroyed pumpkin with bites taken out, on the ground",polygon,,0.413449,0.785228
Encode-Decode_Experiment-4-1,2362704,bears,encoding,7,7,32062,32200,138,804.1,352.3,0.0197,428.85,250.52,0.0,"two bear heads, one with a black nose and another with a tan snout, near a pumpkin",polygon,,0.019678,0.703705
Encode-Decode_Experiment-4-1,2362704,bears,encoding,7,7,32226,32422,196,854.7,422.2,0.0354,455.84,300.23,4.0,bear in looking at the pumpkin,polygon,,0.03123,0.764634
Encode-Decode_Experiment-4-1,2362704,bears,encoding,7,7,32480,32766,286,1257.5,396.3,0.0437,670.67,281.81,28.0,bear in eating position,polygon,,0.043471,0.510728
Encode-Decode_Experiment-4-1,2362704,bears,encoding,7,7,32796,33056,260,1235.4,545.4,0.05,658.88,387.84,5.0,"black bear on the right, eating a pumpkin",polygon,,0.048652,0.599534
Encode-Decode_Experiment-4-1,2362704,bears,encoding,7,7,33096,33484,388,1297.5,634.6,0.1195,692.0,451.27,5.0,"black bear on the right, eating a pumpkin",polygon,,0.115515,0.667734
Encode-Decode_Experiment-4-1,2362704,bears,encoding,7,7,33524,33708,184,823.1,350.2,0.0261,438.99,249.03,26.0,"bear with its snout on a pumpkin, indicating it is eating.",polygon,,0.024533,0.713364
Encode-Decode_Experiment-4-1,2362704,bears,encoding,7,7,33732,33900,168,811.4,421.0,0.0213,432.75,299.38,10.0,"eye in small, round, shiny black eye.",polygon,,0.021278,0.744915
Encode-Decode_Experiment-4-1,2362704,bears,encoding,7,7,33918,34096,178,802.9,393.6,0.0145,428.21,279.89,4.0,bear in looking at the pumpkin,polygon,,0.014412,0.727808
Encode-Decode_Experiment-4-1,2362704,bears,encoding,7,7,34154,34460,306,1068.9,896.1,0.2157,570.08,637.23,8.0,two bears eating a pumpkin,polygon,,0.213823,0.899943
Encode-Decode_Experiment-4-1,2362704,bears,encoding,7,7,34532,34688,156,868.5,363.5,0.0506,463.2,258.49,0.0,"two bear heads, one with a black nose and another with a tan snout, near a pumpkin",polygon,,0.049539,0.737108
Encode-Decode_Experiment-4-1,2362704,bears,encoding,7,7,34714,34836,122,812.0,383.4,0.0188,433.07,272.64,4.0,bear in looking at the pumpkin,polygon,,0.018903,0.728669
Encode-Decode_Experiment-4-1,2362704,bears,encoding,7,7,35028,35162,134,1150.2,288.7,0.0365,613.44,205.3,28.0,bear in eating position,polygon,,0.034578,0.553832
Encode-Decode_Experiment-4-1,2362704,bears,encoding,7,7,35220,35544,324,799.6,367.3,0.016,426.45,261.19,0.0,"two bear heads, one with a black nose and another with a tan snout, near a pumpkin",polygon,,0.016076,0.710505
Encode-Decode_Experiment-4-1,2394020,horse ride,encoding,8,8,35552,35664,112,948.2,577.2,0.1324,505.71,410.45,11.0,"man in riding gear, including a hat and boots, riding a horse along the beach.",polygon,,0.12653,0.92013
Encode-Decode_Experiment-4-1,2394020,horse ride,encoding,8,8,35680,35908,228,982.4,573.1,0.1062,523.95,407.54,14.0,water in the background,polygon,,0.101193,0.912429
Encode-Decode_Experiment-4-1,2394020,horse ride,encoding,8,8,35946,36292,346,854.9,662.7,0.2031,455.95,471.25,11.0,"man in riding gear, including a hat and boots, riding a horse along the beach.",polygon,,0.1979,0.794014
Encode-Decode_Experiment-4-1,2394020,horse ride,encoding,8,8,36316,36642,326,935.2,597.9,0.24,498.77,425.17,11.0,"man in riding gear, including a hat and boots, riding a horse along the beach.",proximity,36.76,0.243016,0.897569
Encode-Decode_Experiment-4-1,2394020,horse ride,encoding,8,8,36698,37348,650,1535.1,529.4,0.1633,818.72,376.46,13.0,man wearing a hat and riding a horse along the beach.,polygon,,0.157833,0.859478
Encode-Decode_Experiment-4-1,2394020,horse ride,encoding,8,8,37372,38092,720,1515.5,607.5,0.2301,808.27,432.0,1.0,"two men in riding gear, including hats and saddles, riding horses along the beach.",polygon,,0.227407,0.719476
Encode-Decode_Experiment-4-1,2394020,horse ride,encoding,8,8,38128,38258,130,1452.4,422.3,0.573,774.61,300.3,13.0,man wearing a hat and riding a horse along the beach.,polygon,,0.559947,0.935837
Encode-Decode_Experiment-4-1,2394020,horse ride,encoding,8,8,38372,38566,194,1451.4,453.7,0.4529,774.08,322.63,,,none,,0.45157,0.93511
Encode-Decode_Experiment-4-1,2394020,horse ride,encoding,8,8,38634,38832,198,840.6,589.6,0.3823,448.32,419.27,11.0,"man in riding gear, including a hat and boots, riding a horse along the beach.",proximity,14.78,0.370791,0.856171
Encode-Decode_Experiment-4-1,2394020,horse ride,encoding,8,8,38860,39340,480,917.5,516.5,0.197,489.33,367.29,11.0,"man in riding gear, including a hat and boots, riding a horse along the beach.",polygon,,0.183351,0.983448
Encode-Decode_Experiment-4-1,2394020,horse ride,encoding,8,8,39384,39538,154,691.3,620.4,0.5176,368.69,441.17,4.0,"reins held by a man, used to control the horse.",proximity,15.96,0.503154,0.669469
Encode-Decode_Experiment-4-1,2394020,horse ride,encoding,8,8,39606,39786,180,1464.4,544.2,0.4059,781.01,386.99,13.0,man wearing a hat and riding a horse along the beach.,polygon,,0.39896,0.828451
Encode-Decode_Experiment-4-1,2394020,horse ride,encoding,8,8,39854,40164,310,884.8,562.0,0.2778,471.89,399.64,11.0,"man in riding gear, including a hat and boots, riding a horse along the beach.",polygon,,0.273765,0.927344
Encode-Decode_Experiment-4-1,2394020,horse ride,encoding,8,8,40184,40626,442,913.1,561.8,0.2101,486.99,399.5,11.0,"man in riding gear, including a hat and boots, riding a horse along the beach.",polygon,,0.205637,0.937859
